page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,06-082-25,2019,GMC,SIERRA,Black,1GTU9FEL6KZ408739,35725.0,34010.0,0.0,0.0,199.0,1706.0,35725.0,-190.0,35915.0,35725.0,0.0,6/27/25,MANHEIM NASHVILLE,0.0
1,2,09-191-24,2013,Chevrolet,CORVETTE,Gray,1G1YN2DT9D5800446,71750.0,58672.24,0.0,0.0,0.0,3279.0,71750.0,9798.76,61951.24,71750.0,0.0,6/27/25,,0.0
1,3,03-272-25,2013,Ford,FLEX,Red,2FMHK6C89DBD35811,9899.0,5189.0,0.0,0.0,199.0,1817.0,9899.0,2694.0,7205.0,9899.0,0.0,6/27/25,,0.0
1,4,03-433-25,2022,Kia,NIRO,Red,KNDCB3LC7N5527526,14875.0,10820.0,0.0,0.0,199.0,2448.0,14875.0,1408.0,13467.0,14875.0,0.0,6/28/25,MANHEIM NASHVILLE,0.0
1,5,05-303-25,2023,Ford,ESCAPE,Gray,1EMCU9GN2PUA03519,14500.0,12310.0,0.0,0.0,199.0,2103.0,14500.0,-112.0,14612.0,14500.0,0.0,6/28/25,,0.0
1,6,06-182-25,2019,Ford,F150,Gray,1FTEW1E44KKE73901,26000.0,18560.0,0.0,0.0,199.0,3133.0,26000.0,4108.0,21892.0,26000.0,0.0,6/28/25,,0.0
2,1,06-114-25,2024,Volkswagen,ATLAS,Silver,1V2HR2CA3RC539490,30000.0,26495.0,0.0,0.0,199.0,3132.0,30000.0,174.0,29826.0,30000.0,0.0,6/28/25,,0.0
2,2,05-392-25,2024,Toyota,RAV4,Silver,2T3C1RFV2RW315702,29500.0,29215.0,0.0,0.0,199.0,1338.0,29500.0,-1252.0,30752.0,29500.0,0.0,6/28/25,,0.0
2,3,06-261-25,2023,GMC,ACADIA,White,1GKKNULSXPZ131073,19900.0,18900.0,0.0,0.0,199.0,432.0,19900.0,369.0,19531.0,19900.0,0.0,6/28/25,,0.0
2,4,03-338-25,2021,Volvo,XC90,Blue,YV4BR00K9M1683958,30200.0,25990.0,0.0,0.0,199.0,2573.0,30200.0,1438.0,28762.0,30200.0,0.0,6/30/25,,0.0
2,5,05-192-25,2024,Toyota,TACOMA,Silver,3TMKBSFNSRM011380,38250.0,35885.0,0.0,0.0,199.0,2253.0,38250.0,-87.0,38337.0,38250.0,0.0,6/30/25,,0.0
2,6,06-111-25,2019,RAM,1500,Red,1C6RRELT3KN748156,28539.0,28539.0,0.0,0.0,0.0,50.0,28539.0,-50.0,28589.0,28539.0,0.0,7/01/25,,0.0
3,1,06-259-25,2019,RAM,1500,White,1C6SRFJTSKN703889,28600.0,25580.0,0.0,0.0,199.0,1832.0,28600.0,989.0,27611.0,28600.0,0.0,7/01/25,ADESA,0.0
3,2,05-301-25,2017,Chevrolet,SILVERADO 1500,W,3GCUKSEJSHG175618,24500.0,21315.0,0.0,0.0,199.0,1909.0,24500.0,1077.0,23423.0,24500.0,0.0,7/01/25,,0.0
3,3,06-193-25,2015,GMC,SIERRA,Black,3GTU2WEJSFG324131,25000.0,19910.0,0.0,0.0,199.0,3120.0,25000.0,1771.0,23229.0,25000.0,0.0,7/01/25,,0.0
3,4,07-226-24,2019,Chevrolet,SUBURBAN,Pewter,1GNSKJKCXKR169917,23000.0,23015.0,0.0,0.0,199.0,3995.0,23000.0,-4209.0,27209.0,23000.0,0.0,7/01/25,,0.0
3,5,05-053-25,2014,Ford,F150,White,1FTFW1R61EFC06180,24800.0,23144.0,0.0,0.0,199.0,2854.0,24800.0,-1397.0,26197.0,24800.0,0.0,7/01/25,MANHEIM NASHVILLE,0.0
3,6,06-208-25,2017,Ford,EDGE,Gray,2EMPK4K96HBB57646,10800.0,7876.0,0.0,0.0,199.0,934.0,10800.0,1791.0,9009.0,10800.0,0.0,7/01/25,ADESA,0.0
