Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane,Price,upload_date,auction
30,9-0545,70153,2019,Jeep,Cherokee,Latitude,BLACK,179328,Yes,1.4,2026-04-29,9,1700.0,2026-04-29 11:41:52,UAX Memphis
27,1-0026,71101,2019,Jeep,Cherokee,Limited,SILVER,133117,Yes,2.9,2026-04-29,1,4700.0,2026-04-29 11:41:52,UAX Memphis
38,3-0069,69674,2017,Jeep,Cherokee,Latitude,BLACK,104504,Yes,1.7,2026-04-29,3,4100.0,2026-04-29 11:41:52,UAX Memphis
27,4-0024,71600,2017,Jeep,Cherokee,Sport,RED,103351,Yes,3.9,2026-04-29,4,7700.0,2026-04-29 11:41:52,UAX Memphis
20,3-0093,69226,2016,Jeep,Cherokee,Sport,WHITE,213223,Yes,2.5,2026-04-29,3,2800.0,2026-04-29 11:41:52,UAX Memphis
21,4-0028,71616,2019,Jeep,Compass,Sport,BLACK,91025,Yes,4.1,2026-04-29,4,10400.0,2026-04-29 11:41:52,UAX Memphis
24,4-0005,71625,2018,Jeep,Compass,Latitude,BLUE,103728,Yes,4.2,2026-04-29,4,8800.0,2026-04-29 11:41:52,UAX Memphis
18,5-0091,71199,2016,Jeep,Compass,Sport,RED,140847,Yes,,2026-04-29,5,800.0,2026-04-29 11:41:52,UAX Memphis
17,5-0038,71484,2020,Jeep,Grand Cherokee,Laredo,WHITE,68793,Yes,4.4,2026-04-29,5,10000.0,2026-04-29 11:41:52,UAX Memphis
21,2-0007,60572,2017,Jeep,Grand Cherokee,Limited,WHITE,149274,Yes,4.3,2026-04-29,2,7000.0,2026-04-29 11:41:52,UAX Memphis
31,1-0057,71156,2015,Jeep,Grand Cherokee,High Altitude,BLACK,156840,Yes,3.2,2026-04-29,1,6000.0,2026-04-29 11:41:52,UAX Memphis
22,9-0525,68987,2014,Jeep,Grand Cherokee,Overland,WHITE,200235,Yes,0.0,2026-04-29,9,1700.0,2026-04-29 11:41:52,UAX Memphis
5,1-0056,71255,2012,Jeep,Grand Cherokee,Limited,BLACK,157258,Yes,,2026-04-29,1,1900.0,2026-04-29 11:41:52,UAX Memphis
6,9-0600,70981,2011,Jeep,Grand Cherokee,Laredo,GRAY,1,Yes,,2026-04-29,9,500.0,2026-04-29 11:41:52,UAX Memphis
26,3-0200,68839,2024,Jeep,Grand Wagoneer L,Series II,GRAY,55016,Yes,4.1,2026-04-29,3,49800.0,2026-04-29 11:41:52,UAX Memphis
51,3-0094,69854,2015,Jeep,Patriot,Sport,BLACK,237597,Yes,1.3,2026-04-29,3,600.0,2026-04-29 11:41:52,UAX Memphis
29,3-0096,69970,2015,Jeep,Patriot,Sport,WHITE,126009,Yes,3.7,2026-04-29,3,2900.0,2026-04-29 11:41:52,UAX Memphis
22,4-0004,71543,2017,Jeep,Renegade,Latitude,GRAY,137082,Yes,4.3,2026-04-29,4,5500.0,2026-04-29 11:41:52,UAX Memphis
24,1-0047,71618,2017,Jeep,Renegade,Latitude,RED,135869,Yes,4.0,2026-04-29,1,3500.0,2026-04-29 11:41:52,UAX Memphis
35,3-0023,68278,2015,Jeep,Renegade,Limited,BLUE,144224,Yes,1.3,2026-04-29,3,3300.0,2026-04-29 11:41:52,UAX Memphis
0,6-0002,71409,2022,Jeep,Wrangler,Unlimited Sahara,RED,86809,Yes,,2026-04-29,6,23300.0,2026-04-29 11:41:52,UAX Memphis
14,2-0031,71653,2020,Jeep,Wrangler,Unlimited Sport S,SILVER,66426,Yes,,2026-04-29,2,20700.0,2026-04-29 11:41:52,UAX Memphis
31,4-0072,70349,2019,Jeep,Wrangler,Unlimited Sport,RED,139230,Yes,3.1,2026-04-29,4,10000.0,2026-04-29 11:41:52,UAX Memphis
39,2-0037,71463,2017,Jeep,Wrangler,Unlimited Sahara,WHITE,113833,Yes,2.4,2026-04-29,2,9400.0,2026-04-29 11:41:52,UAX Memphis
17,4-0001,71571,2016,Jeep,Wrangler,Unlimited Rubicon,BLACK,158350,Yes,,2026-04-29,4,11600.0,2026-04-29 11:41:52,UAX Memphis
0,6-0009,71654,2015,Jeep,Wrangler,Unlimited Sport,WHITE,117196,Yes,,2026-04-29,6,12000.0,2026-04-29 11:41:52,UAX Memphis
33,2-0059,71612,2008,Jeep,Wrangler,Unlimited X,BLACK,195277,Yes,2.9,2026-04-29,2,5800.0,2026-04-29 11:41:52,UAX Memphis
11,10-0001,71553,2023,Kawasaki,Ninja 400,,BLUE,837,Yes,,2026-04-29,10,2900.0,2026-04-29 11:41:52,UAX Memphis
33,3-0065,68272,2016,Kia,Forte,LX,GRAY,75078,Yes,2.3,2026-04-29,3,3500.0,2026-04-29 11:41:52,UAX Memphis
31,4-0073,70404,2021,Kia,K5,LXS,BLACK,181667,Yes,2.7,2026-04-29,4,5300.0,2026-04-29 11:41:52,UAX Memphis
17,9-0542,68737,2020,Kia,Optima,LX,GRAY,137608,Yes,1.5,2026-04-29,9,3600.0,2026-04-29 11:41:52,UAX Memphis
44,3-0086,69853,2016,Kia,Rio,LX,SILVER,148502,Yes,1.7,2026-04-29,3,2200.0,2026-04-29 11:41:52,UAX Memphis
7,2-0089,71686,2019,Kia,Sorento,LX V6,WHITE,114117,Yes,,2026-04-29,2,8300.0,2026-04-29 11:41:52,UAX Memphis
32,3-0090,69929,2017,Kia,Sorento,LX,SILVER,180349,Yes,1.3,2026-04-29,3,1900.0,2026-04-29 11:41:52,UAX Memphis
19,9-0535,70361,2017,Kia,Sorento,LX,BLUE,98865,Yes,2.1,2026-04-29,9,3800.0,2026-04-29 11:41:52,UAX Memphis
23,9-0503,68714,2017,Kia,Soul,!,SILVER,122905,Yes,0.0,2026-04-29,9,1100.0,2026-04-29 11:41:52,UAX Memphis
20,3-0007,68340,2016,Kia,Soul,+,BLUE,85085,Yes,2.3,2026-04-29,3,4800.0,2026-04-29 11:41:52,UAX Memphis
20,9-0554,69704,2016,Kia,Soul,+,WHITE,145762,Yes,2.0,2026-04-29,9,1500.0,2026-04-29 11:41:52,UAX Memphis
25,9-0540,66438,2016,Kia,Soul,Base,GRAY,122223,Yes,1.4,2026-04-29,9,1000.0,2026-04-29 11:41:52,UAX Memphis
33,4-0018,71599,2018,Kia,Sportage,EX,BLACK,137471,Yes,3.5,2026-04-29,4,6300.0,2026-04-29 11:41:52,UAX Memphis
17,9-0533,69830,2017,Land Rover,Range Rover,HSE,GRAY,92817,Yes,1.7,2026-04-29,9,4800.0,2026-04-29 11:41:52,UAX Memphis
27,2-0013,70433,2017,Land Rover,Range Rover Sport,V8 Supercharged,WHITE,86869,Yes,4.2,2026-04-29,2,12000.0,2026-04-29 11:41:52,UAX Memphis
17,2-0005,69432,2016,Lexus,CT 200h,5dr Sdn Hybrid,SILVER,154859,Yes,,2026-04-29,2,3050.0,2026-04-29 11:41:52,UAX Memphis
32,2-0046,71512,2013,Lexus,RX 350,4dr,WHITE,148382,Yes,3.7,2026-04-29,2,10000.0,2026-04-29 11:41:52,UAX Memphis
5,9-0619,69315,2012,Lincoln,MKS,4dr Sdn 3.7L,GRAY,1,Yes,,2026-04-29,9,450.0,2026-04-29 11:41:52,UAX Memphis
32,2-0200,71049,2009,Lincoln,MKZ,4dr Sdn,BLACK,153006,Yes,3.5,2026-04-29,2,1600.0,2026-04-29 11:41:52,UAX Memphis
21,2-0009,71326,2015,Mazda,CX-5,Touring,RED,64919,Yes,4.2,2026-04-29,2,11600.0,2026-04-29 11:41:52,UAX Memphis
18,1-0011,71518,2013,Mazda,Mazda5,Touring,BLACK,165238,Yes,,2026-04-29,1,2000.0,2026-04-29 11:41:52,UAX Memphis
33,9-0526,69251,2012,Mazda,Mazda6,i Sport,GRAY,246371,Yes,0.0,2026-04-29,9,600.0,2026-04-29 11:41:52,UAX Memphis
4,1-0010,71490,2011,Mazda,Mazda6,s Grand Touring,WHITE,152687,Yes,,2026-04-29,1,1000.0,2026-04-29 11:41:52,UAX Memphis
32,3-0085,65738,2011,Mercedes-Benz,GL Class,GL 450,GRAY,140977,Yes,3.3,2026-04-29,3,4200.0,2026-04-29 11:41:52,UAX Memphis
22,3-0057,61947,2019,Mercedes-Benz,GLC,300 Coupe 4MATIC,SILVER,138943,Yes,3.5,2026-04-29,3,18200.0,2026-04-29 11:41:52,UAX Memphis
18,5-0031,68517,2022,Mercedes-Benz,GLE,450 4MATIC,BLACK,52629,Yes,3.5,2026-04-29,5,37250.0,2026-04-29 11:41:52,UAX Memphis
19,2-0085,71560,2025,Nissan,Altima,SV,BLACK,30132,Yes,3.6,2026-04-29,2,18000.0,2026-04-29 11:41:52,UAX Memphis
16,10-0023,71585,2024,Nissan,Altima,2.5 SR,WHITE,111266,Yes,4.6,2026-04-29,10,13400.0,2026-04-29 11:41:52,UAX Memphis
31,4-0067,70278,2022,Nissan,Altima,2.5 SR,BLACK,71204,Yes,3.2,2026-04-29,4,14000.0,2026-04-29 11:41:52,UAX Memphis
31,2-0040,71516,2022,Nissan,Altima,2.5 SV,BLACK,122322,Yes,4.0,2026-04-29,2,8700.0,2026-04-29 11:41:52,UAX Memphis
46,2-0039,71534,2020,Nissan,Altima,2.0 Platinum,BLUE,104261,Yes,2.6,2026-04-29,2,11800.0,2026-04-29 11:41:52,UAX Memphis
39,3-0028,69200,2019,Nissan,Altima,2.5 SR,BLACK,214060,Yes,1.3,2026-04-29,3,2800.0,2026-04-29 11:41:52,UAX Memphis
29,3-0045,69468,2018,Nissan,Altima,2.5 S,SILVER,86516,Yes,4.7,2026-04-29,3,9600.0,2026-04-29 11:41:52,UAX Memphis
43,4-0002,71570,2018,Nissan,Altima,2.5 S,BLACK,145343,Yes,2.2,2026-04-29,4,4800.0,2026-04-29 11:41:52,UAX Memphis
24,4-0010,71539,2016,Nissan,Altima,2.5 S,BROWN,126130,Yes,4.1,2026-04-29,4,4700.0,2026-04-29 11:41:52,UAX Memphis
43,3-0095,69553,2016,Nissan,Altima,2.5 SV,BLUE,251638,Yes,1.3,2026-04-29,3,600.0,2026-04-29 11:41:52,UAX Memphis
14,9-0616,71347,2014,Nissan,Altima,2.5 S,RED,218413,Yes,,2026-04-29,9,1100.0,2026-04-29 11:41:52,UAX Memphis
34,2-0018,71337,2012,Nissan,Altima,2.5 S,GRAY,167581,Yes,2.6,2026-04-29,2,1650.0,2026-04-29 11:41:52,UAX Memphis
27,2-0054,71606,2016,Nissan,Frontier,S,WHITE,143988,Yes,3.7,2026-04-29,2,5400.0,2026-04-29 11:41:52,UAX Memphis
28,3-0037,69278,2025,Nissan,Kicks Play,S,WHITE,12812,Yes,4.4,2026-04-29,3,17300.0,2026-04-29 11:41:52,UAX Memphis
37,3-0006,69545,2014,Nissan,Maxima,3.5 S,BLACK,211266,Yes,2.7,2026-04-29,3,2000.0,2026-04-29 11:41:52,UAX Memphis
38,2-0043,71386,2017,Nissan,Murano 2017.5,SL,BLACK,126425,Yes,2.2,2026-04-29,2,8300.0,2026-04-29 11:41:52,UAX Memphis
29,9-0559,70352,2018,Nissan,Pathfinder,SV,SILVER,132980,Yes,0.0,2026-04-29,9,1300.0,2026-04-29 11:41:52,UAX Memphis
25,2-0070,71637,2023,Nissan,Rogue,SL,BLACK,92909,Yes,4.2,2026-04-29,2,17000.0,2026-04-29 11:41:52,UAX Memphis
20,9-0541,68860,2017,Nissan,Rogue,SL,GRAY,133513,Yes,1.7,2026-04-29,9,1000.0,2026-04-29 11:41:52,UAX Memphis
21,4-0030,71615,2016,Nissan,Rogue,SL,WHITE,79398,Yes,4.7,2026-04-29,4,11200.0,2026-04-29 11:41:52,UAX Memphis
27,5-0030,71486,2016,Nissan,Rogue,SV,GRAY,84745,Yes,3.4,2026-04-29,5,5000.0,2026-04-29 11:41:52,UAX Memphis
37,2-0002,71408,2016,Nissan,Rogue,SV,GRAY,168905,Yes,3.5,2026-04-29,2,3000.0,2026-04-29 11:41:52,UAX Memphis
40,3-0030,69280,2015,Nissan,Rogue,SV,GRAY,250404,Yes,1.7,2026-04-29,3,1700.0,2026-04-29 11:41:52,UAX Memphis
26,9-0550,70078,2013,Nissan,Rogue,SL,WHITE,183050,Yes,1.2,2026-04-29,9,500.0,2026-04-29 11:41:52,UAX Memphis
37,2-0021,71385,2012,Nissan,Rogue,SL,SILVER,120837,Yes,2.2,2026-04-29,2,1450.0,2026-04-29 11:41:52,UAX Memphis
29,3-0011,69373,2014,Nissan,Rogue Select,S,BLACK,164472,Yes,2.4,2026-04-29,3,2600.0,2026-04-29 11:41:52,UAX Memphis
30,3-0041,69351,2024,Nissan,Sentra,S,BLACK,38969,Yes,3.6,2026-04-29,3,15500.0,2026-04-29 11:41:52,UAX Memphis
18,2-0058,71604,2023,Nissan,Sentra,SV,GRAY,46067,Yes,4.2,2026-04-29,2,14200.0,2026-04-29 11:41:52,UAX Memphis
29,1-0034,71592,2017,Nissan,Sentra,S,BLACK,123957,Yes,2.8,2026-04-29,1,1100.0,2026-04-29 11:41:52,UAX Memphis
36,4-0071,70351,2017,Nissan,Sentra,S,GRAY,132682,Yes,1.3,2026-04-29,4,500.0,2026-04-29 11:41:52,UAX Memphis
29,3-0001,69343,2020,Nissan,Versa,SV,WHITE,126489,Yes,3.5,2026-04-29,3,5100.0,2026-04-29 11:41:52,UAX Memphis
41,3-0019,69044,2020,Nissan,Versa,SV,SILVER,107181,Yes,1.3,2026-04-29,3,1600.0,2026-04-29 11:41:52,UAX Memphis
37,3-0083,69752,2016,Nissan,Versa,SL,BLACK,116627,Yes,2.6,2026-04-29,3,2200.0,2026-04-29 11:41:52,UAX Memphis
28,3-0044,66944,2015,Porsche,Macan,S,BLUE,82695,Yes,3.8,2026-04-29,3,12800.0,2026-04-29 11:41:52,UAX Memphis
30,2-0094,71221,2025,Ram,1500,Rebel,BLUE,34937,Yes,3.4,2026-04-29,2,42000.0,2026-04-29 11:41:52,UAX Memphis
22,5-0202,70161,2023,Ram,1500,Tradesman,WHITE,87683,Yes,,2026-04-29,5,22500.0,2026-04-29 11:41:52,UAX Memphis
23,4-0090,70566,2017,Ram,1500,Express,BLACK,150135,Yes,,2026-04-29,4,3900.0,2026-04-29 11:41:52,UAX Memphis
33,3-0056,68409,2014,Ram,1500,Big Horn,SILVER,136733,Yes,4.1,2026-04-29,3,9800.0,2026-04-29 11:41:52,UAX Memphis
14,5-0072,71523,2011,Ram,1500,Laramie,WHITE,199655,Yes,,2026-04-29,5,2100.0,2026-04-29 11:41:52,UAX Memphis
23,2-0032,71652,2020,Ram,1500 DS,SLT,WHITE,110467,Yes,2.2,2026-04-29,2,14000.0,2026-04-29 11:41:52,UAX Memphis
21,2-0072,71638,2017,Ram,1500 ProMaster Vans,"1500 Low Roof 136"" WB",WHITE,98492,Yes,2.7,2026-04-29,2,6000.0,2026-04-29 11:41:52,UAX Memphis
28,5-0022,70068,2022,Ram,2500,Tradesman,WHITE,92130,Yes,2.8,2026-04-29,5,21800.0,2026-04-29 11:41:52,UAX Memphis
18,10-0007,71640,2013,Ram,2500,Big Horn,GREEN,153134,Yes,4.9,2026-04-29,10,16000.0,2026-04-29 11:41:52,UAX Memphis
6,9-0613,71457,2019,Ram,2500 ProMaster Vans,"2500 High Roof 159"" WB",WHITE,146326,Yes,,2026-04-29,9,1400.0,2026-04-29 11:41:52,UAX Memphis
6,9-0614,71458,2017,Ram,2500 ProMaster Vans,"2500 High Roof 159"" WB",WHITE,214889,Yes,,2026-04-29,9,1400.0,2026-04-29 11:41:52,UAX Memphis
22,2-0068,71588,2018,Subaru,Crosstrek,Premium,SILVER,116518,Yes,4.6,2026-04-29,2,5300.0,2026-04-29 11:41:52,UAX Memphis
44,3-0088,68983,2012,Subaru,Outback,3.6R Limited,GRAY,159995,Yes,2.5,2026-04-29,3,1700.0,2026-04-29 11:41:52,UAX Memphis
21,10-0005,71642,2021,Tesla,Model Y,Long Range,WHITE,54823,Yes,4.6,2026-04-29,10,21000.0,2026-04-29 11:41:52,UAX Memphis
17,4-0200,71537,2006,Toyota,4Runner,SR5 V6,WHITE,131225,Yes,,2026-04-29,4,7000.0,2026-04-29 11:41:52,UAX Memphis
18,1-0064,71499,2005,Toyota,4Runner,Limited V8,GOLD,234002,Yes,,2026-04-29,1,2700.0,2026-04-29 11:41:52,UAX Memphis
18,1-0019,71636,2014,Toyota,Avalon,XLE Touring,WHITE,187862,Yes,,2026-04-29,1,5900.0,2026-04-29 11:41:52,UAX Memphis
27,3-0054,69759,2018,Toyota,C-HR,XLE,SILVER,129906,Yes,4.1,2026-04-29,3,8200.0,2026-04-29 11:41:52,UAX Memphis
8,2-0078,71584,2025,Toyota,Camry,LE,SILVER,14679,Yes,5.0,2026-04-29,2,23000.0,2026-04-29 11:41:52,UAX Memphis
23,2-0014,71339,2021,Toyota,Camry,SE,BLUE,125965,Yes,4.4,2026-04-29,2,11800.0,2026-04-29 11:41:52,UAX Memphis
35,3-0002,67633,2017,Toyota,Camry,SE,BLACK,144424,Yes,2.9,2026-04-29,3,7600.0,2026-04-29 11:41:52,UAX Memphis
0,6-0012,71659,2021,Toyota,Corolla,LE,RED,149676,Yes,,2026-04-29,6,8800.0,2026-04-29 11:41:52,UAX Memphis
33,1-0063,71498,2017,Toyota,Corolla,LE,SILVER,96843,Yes,2.7,2026-04-29,1,5000.0,2026-04-29 11:41:52,UAX Memphis
24,2-0010,71325,2017,Toyota,Corolla,SE,WHITE,171506,Yes,3.0,2026-04-29,2,5300.0,2026-04-29 11:41:52,UAX Memphis
0,6-0004,71461,2024,Toyota,RAV4,Hybrid LE,SILVER,89950,Yes,,2026-04-29,6,22700.0,2026-04-29 11:41:52,UAX Memphis
17,2-0008,69438,2016,Toyota,RAV4,Limited,RED,165730,Yes,,2026-04-29,2,6800.0,2026-04-29 11:41:52,UAX Memphis
25,3-0046,67052,2016,Toyota,RAV4,XLE,WHITE,119720,Yes,4.5,2026-04-29,3,11900.0,2026-04-29 11:41:52,UAX Memphis
18,2-0069,71589,2013,Toyota,RAV4,Limited,WHITE,152576,Yes,3.8,2026-04-29,2,8200.0,2026-04-29 11:41:52,UAX Memphis
0,6-0010,71657,2015,Toyota,Sequoia,Limited 5.7L V8,BLACK,167642,Yes,,2026-04-29,6,14500.0,2026-04-29 11:41:52,UAX Memphis
27,2-0015,71332,2016,Toyota,Tacoma,SR5 V6,WHITE,147785,Yes,2.6,2026-04-29,2,15100.0,2026-04-29 11:41:52,UAX Memphis
0,16-0002,71692,2024,Toyota,Tundra,,RED,79368,No,,2026-04-29,16,40900.0,2026-04-29 11:41:52,UAX Memphis
27,5-0042,70358,2019,Volkswagen,Jetta,SEL,GRAY,123153,Yes,2.6,2026-04-29,5,5000.0,2026-04-29 11:41:52,UAX Memphis
28,9-0551,66875,2019,Volkswagen,Jetta,SEL Premium,WHITE,118479,Yes,1.8,2026-04-29,9,4300.0,2026-04-29 11:41:52,UAX Memphis
18,1-0086,67537,2020,Volkswagen,Passat,2.0T SE,GRAY,106252,Yes,4.4,2026-04-29,1,5500.0,2026-04-29 11:41:52,UAX Memphis
27,5-0029,67602,2017,Volkswagen,Passat,1.8T SEL Premium,WHITE,56632,Yes,4.1,2026-04-29,5,10300.0,2026-04-29 11:41:52,UAX Memphis
35,2-0038,71462,2018,Volkswagen,Tiguan,SEL,GREEN,108144,Yes,3.6,2026-04-29,2,7400.0,2026-04-29 11:41:52,UAX Memphis
