page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,11-144-24,2019,Ford,F150,Black,1FTEFW1RG1KFA8107,37000.0,31250.0,0.0,0.0,199.0,2922.0,37000.0,2629.0,34371.0,37000.0,0.0,12/02/24,,0.0
1,2,11-140-24,2020,Chevrolet,COLORADO,White,1GCHSCEA2L1166812,14700.0,9105.0,0.0,0.0,199.0,2447.0,14700.0,2949.0,11751.0,14700.0,0.0,12/02/24,,0.0
1,3,11-165-24,2022,Chrysler,PACIFICA,Black,2C4RC1BG3NR114909,20000.0,17120.0,0.0,0.0,199.0,1136.0,20499.0,2044.0,18455.0,22181.93,0.0,12/02/24,,0.0
1,4,11-072-24,2019,Subaru,IMPREZA,Blue,4S3GKAA63K3618383,16875.0,14123.0,0.0,0.0,199.0,1910.0,16875.0,643.0,16232.0,16875.0,0.0,12/02/24,MANHEIM NASHVILLE,0.0
1,5,11-183-24,2017,Chrysler,PACIFICA,Gray,2C4RC1GGSHR647602,10375.0,6913.0,0.0,0.0,199.0,1667.0,10375.0,1596.0,8779.0,10375.0,0.0,12/02/24,MANHEIM NASHVILLE,0.0
1,6,11-030-24,2020,Mercedes-Benz,C-CLASS,Whit,55SWF6EB8LU329877,32900.0,30835.0,0.0,0.0,199.0,1993.0,32900.0,-127.0,33027.0,32900.0,0.0,12/02/24,MANHEIM NASHVILLE,0.0
2,1,11-118-24,2019,Jeep,WRANGLER UNLIMI,Red,1C4H1XFG0KW625172,27600.0,25770.0,0.0,0.0,199.0,1543.0,27600.0,88.0,27512.0,27600.0,0.0,12/02/24,MANHEIM NASHVILLE,0.0
2,2,10-116-24,2022,Chevrolet,SUBURBAN,Black,1GNSKDKL3NR103229,44500.0,45604.0,0.0,0.0,199.0,928.0,44500.0,-2231.0,46731.0,44500.0,0.0,12/03/24,,0.0
2,3,11-219-24,2013,Chevrolet,CAMARO,Black,2G1FZ1EP9D9801509,26000.0,21525.0,0.0,0.0,199.0,2975.0,26000.0,1301.0,24699.0,26000.0,0.0,12/03/24,,0.0
2,4,11-156-24,2019,Chevrolet,SILVERADO 1500,G,1GCRYCEF0KZ300540,22000.0,20403.0,0.0,0.0,199.0,776.0,22000.0,622.0,21378.0,22000.0,0.0,12/03/24,,0.0
2,5,10-262-24,2021,RAM,1500,Gray,1C6RREBT7MN593583,24500.0,22960.0,0.0,0.0,199.0,1895.0,24500.0,-554.0,25054.0,24500.0,0.0,12/03/24,,0.0
2,6,11-125-24,2019,RAM,1500,Black,1C6SRFBT8KN733774,20000.0,15835.0,0.0,0.0,199.0,2812.0,20000.0,1154.0,18846.0,20000.0,0.0,12/03/24,,0.0
3,1,11-170-24,2020,Toyota,TACOMA,Gray,STFAXSGN7LX165425,20000.0,19300.0,0.0,0.0,199.0,450.0,20000.0,51.0,19949.0,20000.0,0.0,12/03/24,,0.0
3,2,10-049-24,2018,RAM,3500,Gray,3C63R3GJ9JG267161,23140.0,21661.74,0.0,0.0,199.0,1538.0,23140.0,-258.74,23398.74,23140.0,0.0,12/03/24,DEALERS AUTO AUCTION,0.0
3,3,09-259-24,2020,Toyota,TUNDRA,Gray,S5TFDY5F19LX89030,22660.0,18695.0,0.0,0.0,199.0,2966.0,22660.0,800.0,21860.0,22660.0,0.0,12/03/24,,0.0
3,4,10-124-24,2019,Ford,F150,Black,1FTEW1RG3KFB36220,36500.0,30795.0,0.0,0.0,199.0,3905.0,36500.0,1601.0,34899.0,36500.0,0.0,12/03/24,,0.0
3,5,11-139-24,2020,Ford,ESCAPE,Silver,1EMCU9J94LUA81211,13000.0,10785.0,0.0,0.0,199.0,829.0,13000.0,1187.0,11813.0,13000.0,0.0,12/03/24,,0.0
3,6,11-149-24,2020,Jeep,WRANGLER UNLIMI,White,1C4HJXDG4LW111992,20000.0,16755.0,0.0,0.0,199.0,2483.0,20000.0,563.0,19437.0,20000.0,0.0,12/03/24,,0.0
4,1,11-197-24,2017,Ford,FUSION,Black,3FA6P0H73HR168384,8100.0,4535.0,0.0,0.0,199.0,1468.0,8100.0,1898.0,6202.0,8100.0,0.0,12/04/24,,0.0
4,2,11-009-24,2018,Dodge,JOURNEY,White,3C4PDCEG1JT426360,7940.0,4745.0,0.0,0.0,199.0,3406.0,7940.0,-410.0,8350.0,7940.0,0.0,12/05/24,,0.0
4,3,11-014-24,2017,Chevrolet,EQUINOX,Black,2GNFLFE34H6189236,11290.0,7113.0,0.0,0.0,199.0,1901.0,11290.0,2077.0,9213.0,11290.0,0.0,12/05/24,,0.0
4,4,11-212-24,2013,Jeep,WRANGLER UNLIMI,Red,1C4BJWEG1DL555610,12100.0,9845.0,0.0,0.0,199.0,1539.0,12100.0,517.0,11583.0,12100.0,0.0,12/05/24,,0.0
4,5,10-181-24,2017,Ford,ESCAPE,Gray,1EMCU0G94HUB04383,10090.0,7643.0,0.0,0.0,199.0,1985.0,10090.0,263.0,9827.0,10090.0,0.0,12/05/24,,0.0
4,6,11-184-24,2017,Chevrolet,EQUINOX,Gray,2GNFLFEK8H6141732,8900.0,7213.0,0.0,0.0,199.0,852.0,8900.0,636.0,8264.0,8900.0,0.0,12/05/24,,0.0
5,1,10-276-24,2014,Jeep,GRAND CHEROKEE,Red,1C4RJEBG7EC574239,8700.0,6113.0,0.0,0.0,199.0,2359.0,8700.0,29.0,8671.0,8700.0,0.0,12/05/24,,0.0
