page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
5,5,10-278-24,2020,Toyota,RAV4,Blue,2T3J1RFV6LC094511,22100.0,21935.0,0.0,0.0,199.0,1079.0,22100.0,-1113.0,23213.0,22100.0,0.0,8/28/25,,0.0
5,6,07-041-25,2019,RAM,1500,White,1C6SRFCT2KN651781,11040.0,8400.0,0.0,0.0,199.0,1642.0,11040.0,799.0,10241.0,11040.0,0.0,8/28/25,,0.0
6,1,07-355-25,2021,RAM,PROMASTER CITY,White,ZFBHRFAB1M6U40701,14990.0,13490.0,0.0,0.0,199.0,1606.0,14990.0,-305.0,15295.0,14990.0,0.0,8/28/25,,0.0
6,2,08-066-25,2018,RAM,2500,White,3C6URSCJ5JG121734,25740.0,24500.0,0.0,0.0,199.0,455.0,25740.0,586.0,25154.0,25740.0,0.0,8/28/25,,0.0
6,3,07-223-25,2020,Chevrolet,COLORADO,White,1GCHSBEA0L1222935,14340.0,9495.0,0.0,0.0,199.0,2183.0,14340.0,2463.0,11877.0,14340.0,0.0,8/28/25,,0.0
6,4,08-124-25,2017,Chevrolet,EQUINOX,Gray,2GNALBEK5SH151211,6490.0,4490.0,0.0,0.0,199.0,1077.0,6490.0,724.0,5766.0,6490.0,0.0,8/28/25,,0.0
6,5,06-066-25,2019,Chevrolet,SILVERADO 1500,B,1GCPYFED6KZ134578,30400.0,23344.0,0.0,0.0,199.0,2903.0,30400.0,3954.0,26446.0,30400.0,0.0,8/28/25,,0.0
6,6,08-002-25,2014,Chevrolet,SILVERADO 1500,B,1GCVKREC3EZ110308,12900.0,9216.74,0.0,0.0,199.0,3523.0,12900.0,-38.74,12938.74,12900.0,0.0,8/28/25,,0.0
7,1,04-157-24,1987,Jeep,GRAND WAGONEER,Brown,1JCNJ15U7HT163953,12965.0,10675.0,0.0,0.0,199.0,2241.0,12965.0,-150.0,13115.0,12965.0,0.0,8/28/25,,0.0
7,2,07-102-25,2022,Chevrolet,TRAX,Gray,KL7CJPSM0NB533865,14875.0,12426.74,0.0,0.0,199.0,1948.0,14875.0,301.26,14573.74,14875.0,0.0,8/28/25,,0.0
7,3,08-127-25,2020,Ford,EDGE,Silver,2FMPK3G90LBA91638,9990.0,7910.0,0.0,0.0,199.0,1219.0,9990.0,662.0,9328.0,9990.0,0.0,8/28/25,,0.0
7,4,08-130-25,2016,GMC,SIERRA,White,1GTV2MEC5G2344827,15300.0,13250.0,0.0,0.0,199.0,1422.0,15300.0,429.0,14871.0,15300.0,0.0,8/28/25,,0.0
7,5,07-237-25,2018,Jeep,COMPASS,Black,3C4NJCBB2JT165698,8900.0,5590.0,0.0,0.0,199.0,2438.0,8900.0,673.0,8227.0,8900.0,0.0,8/28/25,,0.0
7,6,07-358-25,2018,GMC,SIERRA,White,3GTU2NEC1JG263834,22000.0,19160.0,0.0,0.0,199.0,1831.0,22000.0,810.0,21190.0,22000.0,0.0,8/29/25,,0.0
8,1,07-315-25,2017,Chevrolet,COLORADO,Gray,1GCGSDEN4H1236726,15365.0,14890.0,0.0,0.0,199.0,,15365.0,1247.0,14118.0,15365.0,0.0,8/29/25,,0.0
8,2,08-117-25,2018,GMC,SIERRA,Red,3GTU2MEC2JG286968,20565.0,15400.0,0.0,0.0,199.0,1181.0,20565.0,3785.0,16780.0,20565.0,0.0,8/29/25,,0.0
8,3,04-119-25,2022,GMC,SIERRA,White,1GT19REYXNF141580,48225.0,44940.0,0.0,0.0,199.0,6201.0,48225.0,-3115.0,51340.0,48225.0,0.0,8/29/25,MANHEIM NASHVILLE,0.0
8,4,08-114-25,2025,Infiniti,Qx80,White,JN8AZ3CC8S9601497,86625.0,83275.0,0.0,0.0,199.0,1185.0,86625.0,1966.0,84659.0,86625.0,0.0,8/30/25,MANHEIM NASHVILLE,0.0
8,5,08-054-25,2021,Chevrolet,TRAILBLAZER,Blac,KL79MPSL7MB053216,14875.0,10206.0,0.0,0.0,199.0,1157.0,14875.0,3313.0,11562.0,14875.0,0.0,9/01/25,MANHEIM NASHVILLE,0.0
8,6,08-067-25,2017,Buick,ENVISION,Black,LRBFXDSA00HD08795,8875.0,6045.0,0.0,0.0,199.0,1635.0,8875.0,996.0,7879.0,8875.0,0.0,9/03/25,MANHEIM NASHVILLE,0.0
9,1,08-203-25,2019,Jeep,RENEGADE,Gray,ZACNJBBB9KPK93047,14500.0,12131.0,0.0,0.0,199.0,1493.0,14500.0,677.0,13823.0,14500.0,0.0,9/04/25,,0.0
9,2,08-133-25,2024,Infiniti,QX50,Silver,3PCAJSBA0RF107116,25365.0,22900.0,0.0,0.0,199.0,1725.0,25365.0,541.0,24824.0,25365.0,0.0,9/04/25,,0.0
9,3,08-281-25,2021,RAM,1500,White,1C6SRFJT6MN740565,35000.0,28550.0,0.0,0.0,199.0,550.0,35000.0,5701.0,29299.0,35000.0,0.0,9/05/25,,0.0
9,4,08-165-25,2022,Ford,F150,Black,1FTEW1E82NKD06125,27800.0,26675.0,0.0,0.0,199.0,797.0,27800.0,129.0,27671.0,27800.0,0.0,9/05/25,,0.0
9,5,07-073-25,2019,Lexus,GX,White,JTJBM7FXXK5239228,30300.0,28210.0,0.0,0.0,199.0,2183.0,30300.0,-292.0,30592.0,30300.0,0.0,9/05/25,MANHEIM NASHVILLE,0.0
9,6,08-102-25,2019,Chevrolet,EXPRESS G3500,Wh,1GAZGPFG6K1289567,13240.0,10885.0,0.0,0.0,199.0,1747.0,13240.0,409.0,12831.0,13240.0,0.0,9/05/25,,0.0
10,1,05-389-25,2015,Jeep,WRANGLER UNLIMI,White,1C4B1WFG9FL696958,10300.0,13625.0,0.0,0.0,199.0,1490.0,10300.0,-5014.0,15314.0,10300.0,0.0,9/05/25,,0.0
10,2,07-347-25,2014,Ford,F150,White,1FTEX1CM3EFC15009,9390.0,4120.0,0.0,0.0,199.0,1097.0,9390.0,3974.0,5416.0,9390.0,0.0,9/05/25,,0.0
10,3,07-198-25,2014,Chevrolet,SILVERADO 1500,S,1GCVKREH2EZ169068,12340.0,5690.0,0.0,0.0,199.0,4153.0,12340.0,2298.0,10042.0,12340.0,0.0,9/05/25,,0.0
10,4,08-112-25,2015,Ford,TRANSIT,White,1FBZX2ZM2FKA20465,8232.0,7210.0,0.0,0.0,199.0,703.0,8232.0,120.0,8112.0,8232.0,0.0,9/05/25,,0.0
10,5,08-100-25,2024,Volvo,XC40,Black,YV4L12UE1R2245898,22415.0,20920.0,0.0,0.0,199.0,1207.0,22415.0,89.0,22326.0,22415.0,0.0,9/05/25,,0.0
10,6,07-096-25,2023,Toyota,TUNDRA,Gray,S5TFLASDB1PX09741,41365.0,35740.0,0.0,0.0,199.0,5247.0,41365.0,179.0,41186.0,41365.0,0.0,9/05/25,,0.0
11,1,07-214-25,2017,Toyota,TUNDRA,Gray,STFDWSF19HX602153,27515.0,22544.0,0.0,0.0,199.0,2334.0,27515.0,2438.0,25077.0,27515.0,0.0,9/05/25,,0.0
11,2,06-127-25,2023,Toyota,TUNDRA,Gray,5TFPCSDB9PX021686,57865.0,57845.0,0.0,0.0,199.0,3319.0,57865.0,-3498.0,61363.0,57865.0,0.0,9/05/25,,0.0
11,3,08-157-25,2022,Toyota,TACOMA,Gray,3TMCZSAN0NM494147,29315.0,28210.0,0.0,0.0,199.0,440.0,29315.0,466.0,28849.0,29315.0,0.0,9/05/25,,0.0
11,4,08-261-25,2017,Toyota,TACOMA,White,3TMCZSAN0HM062114,24607.0,22235.0,0.0,0.0,199.0,2363.0,24607.0,-190.0,24797.0,24607.0,0.0,9/05/25,,0.0
11,5,07-225-25,2022,Toyota,TACOMA,Silver,3TMCZSAN0NM471595,33615.0,33900.0,0.0,0.0,199.0,758.0,33615.0,-1242.0,34857.0,33615.0,0.0,9/05/25,,0.0
11,6,08-176-25,2023,Toyota,TACOMA,Silver,3TMAZSCN4PM216309,32865.0,32025.0,0.0,0.0,199.0,617.0,32865.0,24.0,32841.0,32865.0,0.0,9/05/25,,0.0
12,1,08-136-25,2022,BMW,X6,Black,,44865.0,44135.0,0.0,0.0,199.0,679.0,44865.0,-148.0,45013.0,44865.0,0.0,9/05/25,,0.0
12,2,08-263-25,2023,Cadillac,ESCALADE,Black,1GYS4BKL6PR309147,61865.0,62900.0,0.0,0.0,199.0,800.0,61865.0,-2034.0,63899.0,61865.0,0.0,9/05/25,,0.0
12,3,07-052-25,2020,Chevrolet,BLAZER,Blue,3GNKBERS8LS650865,17365.0,15357.0,0.0,0.0,199.0,2625.0,17365.0,-816.0,18181.0,17365.0,0.0,9/05/25,,0.0
12,4,07-337-25,2024,Chevrolet,SILVERADO 1500,W,3GCUDFED9RG263424,41565.0,39500.0,0.0,0.0,199.0,3654.0,41565.0,-1788.0,43353.0,41565.0,0.0,9/05/25,,0.0
12,5,08-218-25,2023,Chevrolet,MALIBU,White,1G1ZC5ST9PF159392,15865.0,15190.0,0.0,0.0,199.0,1450.0,15865.0,-974.0,16839.0,15865.0,0.0,9/05/25,,0.0
12,6,08-250-25,2024,Chevrolet,SILVERADO 1500,W,1GCUDJEL6RZ150346,55915.0,54630.0,0.0,0.0,199.0,1083.0,55915.0,3.0,55912.0,55915.0,0.0,9/05/25,,0.0
13,1,07-338-25,2024,Chevrolet,SILVERADO 1500,W,3GCUDFED2RG250899,42615.0,42110.0,0.0,0.0,199.0,2430.0,42615.0,-2124.0,44739.0,42615.0,0.0,9/05/25,,0.0
13,2,08-207-25,2017,Chevrolet,CORVETTE,Gray,,40365.0,37367.0,0.0,0.0,199.0,1545.0,40365.0,1254.0,39111.0,40365.0,0.0,9/05/25,,0.0
13,3,07-176-25,2016,Chevrolet,CORVETTE,Red,,28365.0,26640.0,0.0,0.0,199.0,2500.0,28365.0,-974.0,29339.0,28365.0,0.0,9/05/25,,0.0
13,4,08-092-25,2019,Chevrolet,EQUINOX,Black,3GNAXHEVXKL347139,13865.0,10470.0,0.0,0.0,199.0,1303.0,13865.0,1893.0,11972.0,13865.0,0.0,9/05/25,,0.0
13,5,08-219-25,2023,Chevrolet,MALIBU,White,1G1ZC5ST2PF159377,16165.0,17645.0,0.0,0.0,199.0,789.0,16165.0,-2468.0,18633.0,16165.0,0.0,9/05/25,,0.0
13,6,08-192-24,2021,Chevrolet,SILVERADO 1500,G,1GCRWCEK6MZ376110,14865.0,15495.0,0.0,0.0,199.0,3075.0,14865.0,-3904.0,18769.0,14865.0,0.0,9/05/25,,0.0
14,1,08-082-25,2023,Chevrolet,SILVERADO 1500,W,1GCRDAED7PZ101989,20365.0,16900.0,0.0,0.0,199.0,2249.0,20365.0,1017.0,19348.0,20365.0,0.0,9/05/25,,0.0
14,2,08-018-25,2017,Chevrolet,SILVERADO 1500,B,3GCUKRECSHG452956,18365.0,14157.0,0.0,0.0,199.0,2954.0,18365.0,1055.0,17310.0,18365.0,0.0,9/05/25,,0.0
14,3,06-118-25,2019,Chevrolet,SILVERADO 1500,W,3GCNYAEH9KG308673,16607.0,14170.0,0.0,0.0,199.0,2662.0,16607.0,-424.0,17031.0,16607.0,0.0,9/05/25,,0.0
14,4,08-068-25,2018,Chevrolet,SILVERADO 1500,W,3GCPCREC0JG182437,18765.0,15690.0,0.0,0.0,199.0,2450.0,18765.0,426.0,18339.0,18765.0,0.0,9/05/25,,0.0
14,5,08-196-25,2014,Chevrolet,TRAVERSE,Gray,1GNKVJKD9EJ210184,7165.0,5932.0,0.0,0.0,199.0,816.0,7165.0,218.0,,7165.0,0.0,9/05/25,,0.0
14,6,07-332-25,2017,Chevrolet,TAHOE,Silver,1GNSCCKC4HR226193,21365.0,17770.0,0.0,0.0,199.0,4295.0,21365.0,-899.0,22264.0,21365.0,0.0,9/05/25,,0.0
15,1,08-149-25,2024,Chevrolet,TAHOE,Black,1GNSKPKL7RR415206,68865.0,69390.0,0.0,0.0,199.0,310.0,68865.0,-1034.0,69899.0,68865.0,0.0,9/05/25,,0.0
15,2,08-137-25,2022,Chevrolet,SILVERADO LID 1,T,3GCPYFEL7NG103299,33165.0,32250.0,0.0,0.0,199.0,1818.0,33165.0,-1102.0,34267.0,33165.0,0.0,9/05/25,,0.0
15,3,06-063-25,2017,GMC,SIERRA,Black,1GTV2MEC7HZ117379,14665.0,6610.0,0.0,0.0,199.0,4956.0,14665.0,2900.0,11765.0,14665.0,0.0,9/05/25,,0.0
15,4,06-169-25,2017,GMC,SIERRA,Black,3GTU2NEC1HG268896,17865.0,18915.0,0.0,0.0,199.0,500.0,17865.0,-1749.0,19614.0,17865.0,0.0,9/05/25,,0.0
15,5,08-233-25,2015,GMC,SIERRA,Blue,1GTV2UEHSFZ174303,15865.0,10490.0,0.0,0.0,199.0,881.0,15865.0,4295.0,11570.0,15865.0,0.0,9/05/25,,0.0
15,6,08-182-25,2018,GMC,SIERRA,Red,3GTU2NEC7JG152172,23365.0,19135.0,0.0,0.0,199.0,353.0,23365.0,3678.0,19687.0,23365.0,0.0,9/05/25,,0.0
16,1,07-129-25,2018,GMC,SIERRA,Silver,3GTU2NEC0JG393992,25165.0,20260.0,0.0,0.0,199.0,4008.0,25165.0,698.0,24467.0,25165.0,0.0,9/05/25,,0.0
16,2,08-188-25,2018,GMC,SIERRA,White,3GTU2NEC0JG176538,24865.0,19925.0,0.0,0.0,199.0,1485.0,24865.0,3256.0,21609.0,24865.0,0.0,9/05/25,,0.0
16,3,08-185-25,2019,GMC,SIERRA,White,1GTR9AEF1KZ398933,19965.0,17755.0,0.0,0.0,199.0,1006.0,19965.0,1005.0,18960.0,19965.0,0.0,9/05/25,,0.0
16,4,08-257-25,2018,GMC,SIERRA,Gray,3GTU2PEJ5JG344118,32115.0,29975.0,0.0,0.0,199.0,2116.0,32115.0,-175.0,32290.0,32115.0,0.0,9/05/25,,0.0
16,5,08-078-25,2020,GMC,SIERRA,Gray,3GTP8DED9LG216827,24265.0,19610.0,0.0,0.0,199.0,1277.0,24265.0,3179.0,21086.0,24265.0,0.0,9/05/25,,0.0
16,6,08-170-25,2021,GMC,SIERRA,Red,3GTU9DET0MG424622,28365.0,27860.0,0.0,0.0,199.0,350.0,28365.0,-44.0,28409.0,28365.0,0.0,9/05/25,,0.0
17,1,08-027-25,2021,GMC,SIERRA,Black,1GTU9EET2MZ154296,30865.0,29220.0,0.0,0.0,199.0,1008.0,30865.0,438.0,30427.0,30865.0,0.0,9/05/25,,0.0
17,2,07-151-25,2024,Ford,EXPLORER,Black,1EMSK7FH9RGA04430,29365.0,26820.0,0.0,0.0,199.0,1723.0,29365.0,623.0,28742.0,29365.0,0.0,9/05/25,,0.0
17,3,08-228-25,2019,Ford,F150,Red,1FTEW1E1XKFD30289,24365.0,23080.0,0.0,0.0,199.0,1229.0,24365.0,-143.0,24508.0,24365.0,0.0,9/05/25,,0.0
17,4,10-272-24,2022,Dodge,CHARGER,Black,2C3CDKHG3NH157041,17865.0,20550.0,0.0,0.0,199.0,1752.0,17865.0,-4636.0,22501.0,17865.0,0.0,9/05/25,,0.0
17,5,08-273-25,2020,Dodge,CHALLENGER,Red,2C3CDZAG7LH110081,11765.0,9675.0,0.0,0.0,199.0,770.0,11765.0,1121.0,10644.0,11765.0,0.0,9/05/25,,0.0
17,6,06-033-25,2017,Ford,F150,Black,1FTEW1EP9HFA36990,15107.0,9515.0,0.0,0.0,199.0,5140.0,15107.0,253.0,14854.0,15107.0,0.0,9/05/25,,0.0
18,1,08-150-25,2018,Ford,F150,White,1FTEW1E17JFD85202,21865.0,18445.0,0.0,0.0,199.0,1125.0,21865.0,2096.0,19769.0,21865.0,0.0,9/05/25,,0.0
18,2,07-298-25,2019,Ford,RANGER,White,1FTER4FH1KLA98425,18107.0,15482.0,0.0,0.0,199.0,,18107.0,4756.0,13351.0,18107.0,0.0,9/05/25,,0.0
18,3,08-051-25,2022,GMC,SIERRA,Gray,3GTPUEELXNG537626,41365.0,38350.0,0.0,0.0,199.0,2897.0,41365.0,-81.0,41446.0,41365.0,0.0,9/05/25,,0.0
18,4,08-167-25,2023,Ford,F350,Silver,1FT8W3BT0PED06753,58865.0,54300.0,0.0,0.0,199.0,560.0,58865.0,3806.0,55059.0,58865.0,0.0,9/05/25,,0.0
18,5,08-175-25,2021,Toyota,RAV4,White,2T3K1RFV6MW184570,20665.0,17830.0,0.0,0.0,199.0,1008.0,20665.0,1628.0,19037.0,20665.0,0.0,9/05/25,,0.0
18,6,08-013-25,2020,Toyota,SIENNA,White,5TDZZ3DC1LS021170,20015.0,17281.74,0.0,0.0,199.0,1850.0,20015.0,684.26,19330.74,20015.0,0.0,9/05/25,,0.0
19,1,08-271-25,2020,RAM,1500 CLASSIC,White,3C6JR6AT4LG152117,17065.0,14730.0,0.0,0.0,199.0,407.0,17065.0,1729.0,15336.0,17065.0,0.0,9/05/25,,0.0
19,2,08-088-25,2020,Nissan,PATHFINDER,Gray,5N1DR2CM4LC602514,17165.0,13980.0,0.0,0.0,199.0,1332.0,17165.0,1654.0,15511.0,17165.0,0.0,9/05/25,,0.0
19,3,01-005-25,2020,Nissan,PATHFINDER,White,5N1DR2CN3LC643208,13265.0,8750.0,0.0,0.0,199.0,5503.0,13265.0,-1187.0,14452.0,13265.0,0.0,9/05/25,,0.0
19,4,08-242-25,2016,RAM,1500,White,,18715.0,15636.74,0.0,0.0,199.0,837.0,18715.0,2042.26,16672.74,18715.0,0.0,9/05/25,,0.0
19,5,08-283-25,2022,Toyota,HIGHLANDER,Gray,,25065.0,24590.0,0.0,0.0,199.0,550.0,25065.0,-274.0,25339.0,25065.0,0.0,9/05/25,,0.0
19,6,07-318-25,2021,Tesla,MODEL 3,Red,5YJ3E1EBXMF849297,25865.0,24810.0,0.0,0.0,199.0,955.0,25865.0,-99.0,25964.0,25865.0,0.0,9/05/25,,0.0
20,1,07-304-25,2018,Tesla,MODEL 3,Silver,5YJ3E1EA9JF060786,14665.0,12631.0,0.0,0.0,199.0,1706.0,14665.0,129.0,14536.0,14665.0,0.0,9/05/25,,0.0
20,2,08-152-25,2021,Mercedes-Benz,GLS,White,4JGFF5SKE8MA37235,31865.0,30045.0,0.0,0.0,199.0,935.0,31865.0,686.0,31179.0,31865.0,0.0,9/05/25,,0.0
20,3,07-284-25,2019,Nissan,ALTIMA,Silver,1N4BL4EV4KC250117,10265.0,5400.0,0.0,0.0,199.0,3305.0,10265.0,1361.0,8904.0,10265.0,0.0,9/05/25,,0.0
20,4,09-040-25,2015,Nissan,MURANO,Silver,5N1AZ2MH1FN228411,12615.0,12375.0,0.0,0.0,199.0,950.0,12615.0,-909.0,13524.0,12615.0,0.0,9/05/25,,0.0
20,5,08-062-25,2018,Nissan,KICKS,Silver,3N1CP5CU2JL529221,8515.0,5435.0,0.0,0.0,199.0,531.0,8515.0,2350.0,6165.0,8515.0,0.0,9/05/25,,0.0
20,6,07-010-25,2020,Kia,TELLURIDE,Green,5XYP3DHC0LG082712,15115.0,15480.0,0.0,0.0,199.0,1240.0,15115.0,-1804.0,16919.0,15115.0,0.0,9/05/25,,0.0
21,1,08-201-25,2019,Lincoln,MKC,Black,S5LMTJ4DH0KUL2176,13115.0,10006.0,0.0,0.0,199.0,757.0,13115.0,2153.0,10962.0,13115.0,0.0,9/05/25,,0.0
21,2,02-329-25,2015,GMC,TERRAIN,Black,2GKFLKE35F6416773,6857.0,3789.0,0.0,0.0,199.0,4751.0,6857.0,-1882.0,8739.0,6857.0,0.0,9/05/25,,0.0
21,3,07-292-25,2023,GMC,YUKON,Blue,1GKS2DKL7PR355985,51865.0,45610.0,0.0,0.0,199.0,3405.0,51865.0,2651.0,49214.0,51865.0,0.0,9/05/25,,0.0
21,4,08-234-25,2019,GMC,SIERRA LIMITED,Gray,2GTV2MEC7K1234010,20415.0,19040.0,0.0,0.0,199.0,869.0,20415.0,307.0,20108.0,20415.0,0.0,9/05/25,,0.0
21,5,08-246-25,2021,GMC,YUKON XL,Black,1GKS2JKL8MR481847,47865.0,46280.0,0.0,0.0,199.0,360.0,47865.0,1026.0,46839.0,47865.0,0.0,9/05/25,,0.0
21,6,08-142-25,2018,Honda,ACCORD,Black,1HGCV2F31JA020220,15065.0,9970.0,0.0,0.0,199.0,849.0,15065.0,4047.0,11018.0,15065.0,0.0,9/05/25,,0.0
22,1,08-146-25,2020,Jeep,CHEROKEE,Silver,1C4PJMBXXLD510222,20165.0,18706.0,0.0,0.0,199.0,398.0,20165.0,862.0,19303.0,20165.0,0.0,9/05/25,,0.0
22,2,08-193-25,2022,Toyota,HIGHLANDER,Gold,5TDCZRBH2NS218732,28000.0,25591.0,0.0,0.0,199.0,1395.0,28000.0,815.0,27185.0,28000.0,0.0,9/08/25,,0.0
22,3,08-241-25,2020,RAM,1500,White,1C6SRFLT8LN370280,37200.0,35440.0,0.0,0.0,199.0,1772.0,37200.0,-211.0,37411.0,37200.0,0.0,9/09/25,,0.0
22,4,08-141-25,2021,GMC,SIERRA,White,3GTU9FET1MG276590,31500.0,29535.0,0.0,0.0,199.0,1666.0,31500.0,100.0,31400.0,31500.0,0.0,9/10/25,,0.0
22,5,07-085-25,2023,Tesla,MODEL ¥,Gray,7SAYGDEE4PF923218,23750.0,19685.0,0.0,0.0,199.0,3401.0,23750.0,465.0,23285.0,23750.0,0.0,9/10/25,,0.0
22,6,08-064-25,2024,Mini,COOPER,Red,WMW43DL09R3S04560,26700.0,23144.0,0.0,0.0,199.0,1726.0,26700.0,1631.0,25069.0,26700.0,0.0,9/10/25,MANHEIM NASHVILLE,0.0
