page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,07-026-24,2020,RAM,2500,Black,3C6URSCJXLG283779,28300.0,26575.0,0.0,0.0,199.0,1702.0,28300.0,-176.0,28476.0,28300.0,0.0,8/01/24,MANHEIM NASHVILLE,0.0
1,2,02-084-24,1970,Dodge,CHARGER,T,,20120.0,20000.0,0.0,0.0,0.0,120.0,20120.0,0.0,20120.0,20120.0,0.0,8/01/24,JIM ABUNASRAH,0.0
1,3,05-135-24,2021,Tesla,MODEL ¥,Blue,5YJYGDEE6MF060351,25800.0,21640.0,0.0,0.0,199.0,2925.0,25800.0,1036.0,24764.0,25800.0,0.0,8/02/24,MANHEIM NASHVILLE,0.0
1,4,07-186-24,2020,Chevrolet,SILVERADO 1500,B,3GCPYFED7LG337111,29000.0,24464.0,0.0,0.0,199.0,2184.0,29000.0,2153.0,26847.0,29000.0,0.0,8/02/24,MANHEIM NASHVILLE,0.0
1,5,07-063-24,2019,Jeep,GRAND CHEROKEE,Black,1C4RJFBGXKC785954,11820.0,11820.0,0.0,0.0,0.0,0.0,11820.0,0.0,11820.0,11820.0,0.0,8/02/24,HERTZ ARB,0.0
1,6,07-211-24,2021,Hyundai,SONATA,Black,5NPEJ4329MH091398,19350.0,17025.0,0.0,0.0,199.0,1617.0,19350.0,509.0,18841.0,19350.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
2,1,07-195-24,2019,Ford,ESCAPE,Red,1EMCU0J97KUA17416,13150.0,11540.0,0.0,0.0,199.0,736.0,13150.0,675.0,12475.0,13150.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
2,2,07-227-24,2021,Ford,BRONCO SPORT,Black,3EMCR9B69MRA79260,19658.0,17025.0,0.0,0.0,199.0,849.0,19658.0,1585.0,18073.0,19658.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
2,3,07-228-24,2019,Ford,EDGE,Black,2FMPK3K91KBB42781,12658.0,8375.0,0.0,0.0,199.0,638.0,12658.0,3446.0,9212.0,12658.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
2,4,07-205-24,2020,Ford,EXPLORER,Gray,1EMSK8DH0LGA75855,19658.0,17800.0,0.0,0.0,199.0,1157.0,19658.0,502.0,19156.0,19658.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
2,5,07-172-24,2019,Ford,EDGE,Silver,2EMPK3J95KBC36745,13658.0,12120.0,0.0,0.0,199.0,992.0,13658.0,347.0,13311.0,13658.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
2,6,07-099-24,2021,Chevrolet,TAHOE,Gray,1GNSKPKD3MR466204,47158.0,43720.0,0.0,0.0,199.0,2252.0,47158.0,987.0,46171.0,47158.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
3,1,07-166-24,2019,Chevrolet,TAHOE,Black,1GNSCBKC9KR162380,23158.0,21560.0,0.0,0.0,199.0,1049.0,23158.0,350.0,22808.0,23158.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
3,2,07-071-24,2018,Chevrolet,SILVERADO 1500,B,3GCUKSEJ2JG553285,31623.0,27210.0,0.0,0.0,199.0,4979.0,31623.0,-765.0,32388.0,31623.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
3,3,07-150-24,2020,Buick,ENCORE,White,KL4CJESB6LB333439,13623.0,10955.0,0.0,0.0,199.0,1590.0,13623.0,879.0,12744.0,13623.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
3,4,07-136-24,2020,Infiniti,Qx60,Gray,5N1DL0MM0LC544194,26658.0,24720.0,0.0,0.0,199.0,1753.0,26658.0,-14.0,26672.0,26658.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
3,5,07-128-24,2021,Nissan,ALTIMA,White,1N4BL4CV0MN417440,18208.0,16620.0,0.0,0.0,199.0,1289.0,18208.0,100.0,18108.0,18208.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
3,6,07-183-24,2021,Nissan,MURANO,Black,5N1AZ2CS6MC139567,21908.0,18240.0,0.0,0.0,199.0,1170.0,21908.0,2299.0,19609.0,21908.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
4,1,06-056-24,2024,GMC,SIERRA,White,1GT49PEY4RF217379,63123.0,62335.0,0.0,0.0,199.0,4473.0,63123.0,-3884.0,67007.0,63123.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
4,2,07-202-24,2022,Honda,CR-V,Silver,5J6RT6H87NL046887,25158.0,23705.0,0.0,0.0,199.0,1397.0,25158.0,-143.0,25301.0,25158.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
4,3,07-116-24,2018,Honda,ACCORD,Gray,1HGCV1F57JA246094,19158.0,17329.0,0.0,0.0,199.0,814.0,19158.0,816.0,18342.0,19158.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
4,4,07-139-24,2020,Infiniti,QXx60,White,5N1DL0MN0LC538355,24258.0,22710.0,0.0,0.0,199.0,1363.0,24258.0,-14.0,24272.0,24258.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
4,5,07-134-24,2021,BMW,X7,Black,5UXCW2C08M9G67694,44658.0,42409.0,0.0,0.0,199.0,1763.0,44658.0,287.0,44371.0,44658.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
4,6,07-072-24,2020,Infiniti,Qx60,Black,5N1DL0MMSLC507349,25258.0,21935.0,0.0,0.0,199.0,2532.0,25258.0,592.0,24666.0,25258.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
5,1,07-188-24,2020,Infiniti,Qx60,Silver,5N1DL0MM7LC518515,19158.0,15329.0,0.0,0.0,199.0,832.0,19158.0,2798.0,16360.0,19158.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
5,2,07-155-24,2021,Lincoln,CORSAIR,Black,5LMCJ2D91MUL16593,23715.0,17620.0,0.0,0.0,199.0,1354.0,23715.0,4542.0,19173.0,23715.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
5,3,07-040-24,2019,Jeep,CHEROKEE,White,1C4PJLCX3KD160813,13015.0,8305.0,0.0,0.0,199.0,2555.0,13015.0,1956.0,11059.0,13015.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
5,4,07-167-24,2018,Chevrolet,SILVERADO 2500,B,1GC1KUEY0JF119525,23515.0,22115.0,0.0,0.0,199.0,1019.0,23515.0,182.0,23333.0,23515.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
5,5,07-181-24,2019,Nissan,ROGUE,White,JN8AT2MVXKW389909,15400.0,13875.0,0.0,0.0,199.0,1264.0,15400.0,62.0,15338.0,15400.0,0.0,8/02/24,,0.0
5,6,05-242-24,2021,Nissan,ROGUE,White,JN8AT3AA6MW005781,16600.0,15395.0,0.0,0.0,0.0,2413.0,16600.0,-1208.0,17808.0,16600.0,0.0,8/02/24,,0.0
6,1,07-224-24,2023,Nissan,PATHFINDER,Black,5N1DR3CC9PC228355,32500.0,30175.0,0.0,0.0,199.0,1596.0,32500.0,530.0,31970.0,32500.0,0.0,8/02/24,,0.0
6,2,06-117-24,2019,Chrysler,PACIFICA,Black,2C4RC1BG0KR668324,17300.0,13775.0,0.0,0.0,199.0,2500.0,17300.0,826.0,16474.0,17300.0,0.0,8/02/24,,0.0
6,3,07-149-24,2021,Chevrolet,EQUINOX,White,2GNAXUEV9M6103885,17500.0,15490.0,0.0,0.0,199.0,1198.0,17500.0,613.0,16887.0,17500.0,0.0,8/02/24,,0.0
6,4,07-004-24,2021,Honda,CIVIC,Gray,2HGFC2F88MH543920,15900.0,13320.0,0.0,0.0,199.0,1091.0,15900.0,1290.0,14610.0,15900.0,0.0,8/02/24,,0.0
6,5,04-075-24,2018,Ford,MUSTANG,Purple,1FA6P8THXJ5137947,13000.0,12865.0,0.0,0.0,199.0,1700.0,13000.0,-1764.0,14764.0,13000.0,0.0,8/02/24,,0.0
6,6,05-147-24,2023,Nissan,KICKS,White,3N1CP5BV1PL491614,14165.0,11285.0,0.0,0.0,199.0,3711.0,14165.0,-1030.0,15195.0,14165.0,0.0,8/02/24,DEALERS AUTO AUCTION,0.0
7,1,07-243-24,2019,Chevrolet,EQUINOX,Blue,3GNAXUEV8KL338772,10700.0,9120.0,0.0,0.0,199.0,773.0,10700.0,608.0,10092.0,10700.0,0.0,8/02/24,,0.0
7,2,07-087-24,2019,Ford,EDGE,Silver,2EMPK4J97KBB33574,13700.0,11235.0,0.0,0.0,199.0,2901.0,13700.0,-635.0,14335.0,13700.0,0.0,8/02/24,,0.0
7,3,07-189-24,2019,Nissan,SENTRA,Gray,3N1AB7APXKY280802,7800.0,5564.0,0.0,0.0,199.0,1426.0,7800.0,611.0,7189.0,7800.0,0.0,8/02/24,,0.0
7,4,06-101-24,2016,Toyota,TUNDRA,Brown,STFDWSF15GX551796,24800.0,21460.0,0.0,0.0,199.0,3920.0,24800.0,-779.0,25579.0,24800.0,0.0,8/05/24,MANHEIM NASHVILLE,0.0
7,5,07-200-24,2022,Chevrolet,SILVERADO 1500,W,1GCPDBEK2NZ538002,27700.0,25720.0,0.0,0.0,199.0,1659.0,27700.0,122.0,27578.0,27700.0,0.0,8/05/24,,0.0
7,6,07-130-24,2021,Nissan,ALTIMA,White,1N4BL4CV4MN419059,18800.0,17220.0,0.0,0.0,199.0,2069.0,18800.0,-688.0,19488.0,18800.0,0.0,8/05/24,,0.0
8,1,07-159-24,2019,RAM,1500,White,1C6SRFKT4KN897037,29300.0,25620.0,0.0,0.0,199.0,3020.0,29300.0,461.0,28839.0,29300.0,0.0,8/05/24,MANHEIM NASHVILLE,0.0
8,2,07-070-24,2019,Ford,F150,White,1FTEW1E48KFC28561,27300.0,23185.0,0.0,0.0,199.0,1602.0,27300.0,2314.0,24986.0,27300.0,0.0,8/05/24,MANHEIM NASHVILLE,0.0
8,3,03-192-23,2014,Ford,F150,Black,1FTEW1ETSEFC65809,23529.0,19000.0,0.0,0.0,199.0,3830.0,23529.0,500.0,23029.0,23529.0,0.0,8/05/24,,0.0
8,4,06-193-24,2021,Nissan,MURANO,White,5N1AZ2BS5MC144843,23000.0,20120.0,0.0,0.0,199.0,1369.0,23499.0,1811.0,21688.0,25391.93,0.0,8/05/24,,0.0
