page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,09-082-24,2021,BMW,3301,Blue,3MW5R1J01M8B73955,25500.0,21545.0,0.0,0.0,199.0,3556.0,25500.0,200.0,,25500.0,0.0,9/27/24,,0.0
1,2,09-240-24,2019,Cadillac,ESCALADE,White,1GYS4DKJSKR317534,37500.0,33035.0,0.0,0.0,199.0,1178.0,37500.0,3088.0,34412.0,37500.0,0.0,9/27/24,,0.0
1,3,09-252-24,2019,Infiniti,Qx80,Silver,JN8AZ2NEXK9235521,22000.0,19580.0,0.0,0.0,199.0,801.0,22000.0,1420.0,20580.0,22000.0,0.0,9/27/24,,0.0
1,4,08-353-24,2021,Toyota,TACOMA,White,3TMBZ5SDN6MM03175,20000.0,18515.0,0.0,0.0,199.0,558.0,20000.0,728.0,19272.0,20000.0,0.0,9/30/24,,0.0
1,5,06-081-24,2017,Ford,EXPEDITION,Gray,1EMJK1HTSHEA75459,10743.0,8450.0,0.0,0.0,199.0,1594.0,10743.0,500.0,10243.0,10743.0,0.0,9/30/24,,0.0
1,6,08-203-24,2018,Ford,F150,Red,1FTEW1RG6JFD73685,31779.0,31779.0,0.0,0.0,0.0,0.0,31779.0,0.0,31779.0,31779.0,0.0,9/30/24,,0.0
2,1,09-136-24,2018,Audi,A3,Silver,WAUAUGFF6J1080040,12100.0,10830.0,0.0,0.0,199.0,639.0,12100.0,432.0,11668.0,12100.0,0.0,9/30/24,,0.0
2,2,09-197-24,2021,Ford,F150,Blue,1FTEW1ED9MFA36461,34800.0,30675.0,0.0,0.0,199.0,2629.0,34800.0,1297.0,33503.0,34800.0,0.0,9/30/24,,0.0
2,3,09-193-24,2022,Toyota,RAV4,Black,,22000.0,20560.0,0.0,0.0,199.0,937.0,22000.0,304.0,21696.0,22000.0,0.0,9/30/24,,0.0
2,4,08-284-24,2020,Nissan,ALTIMA,Silver,1N4BL4CV1LC146057,14000.0,12660.0,0.0,0.0,199.0,3294.0,14000.0,-2153.0,16153.0,14000.0,0.0,9/30/24,,0.0
2,5,09-145-24,2021,Lincoln,NAUTILUS,Black,2LMPJ8K96MBL12771,29900.0,27705.0,0.0,0.0,199.0,1833.0,29900.0,163.0,29737.0,29900.0,0.0,9/30/24,,0.0
2,6,08-214-24,2022,Chevrolet,EQUINOX,White,3GNAXKEV9NL123488,12507.0,10150.0,0.0,0.0,199.0,1658.0,12507.0,500.0,12007.0,12507.0,0.0,9/30/24,,0.0
3,1,09-162-24,2022,Chevrolet,COLORADO,Gray,1GCHSCEA7N1170681,22800.0,21510.0,0.0,0.0,199.0,1258.0,22800.0,-167.0,22967.0,22800.0,0.0,10/01/24,,0.0
3,2,08-275-24,2021,Chevrolet,TRAILBLAZER,Red,KL79MMS23MB074666,15000.0,13719.0,0.0,0.0,199.0,1973.0,15000.0,-891.0,15891.0,15000.0,0.0,10/01/24,,0.0
3,3,09-264-24,2020,Honda,PASSPORT,Gray,5ENYF8H07LB014147,25500.0,24360.0,0.0,0.0,199.0,946.0,25500.0,-5.0,25505.0,25500.0,0.0,10/03/24,,0.0
3,4,09-220-24,2017,Chevrolet,SILVERADO 1500,B,3GCUKSECXHG116419,23900.0,20630.0,0.0,0.0,199.0,2251.0,23900.0,820.0,23080.0,23900.0,0.0,10/03/24,,0.0
