page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,08-268-24,2019,Nissan,ROGUE,Black,KNMAT2MT4KP560853,10900.0,9820.0,0.0,0.0,199.0,606.0,10900.0,275.0,10625.0,10900.0,0.0,8/30/24,,0.0
1,2,08-128-24,2020,Chevrolet,BLAZER,White,3GNKBBRASLS563642,13000.0,11025.0,0.0,0.0,199.0,1787.0,13000.0,-11.0,13011.0,13000.0,0.0,8/30/24,,0.0
1,3,08-050-24,2019,Volkswagen,TIGUAN,White,3VV2B7AX9KM136510,12500.0,9620.0,0.0,0.0,199.0,1683.0,12500.0,998.0,11502.0,12500.0,0.0,8/30/24,,0.0
1,4,08-208-24,2015,Jeep,GRAND CHEROKEE,Gray,1C4RJF1T1FC234753,15500.0,13905.0,0.0,0.0,199.0,730.0,15500.0,666.0,14834.0,15500.0,0.0,8/30/24,,0.0
1,5,08-210-24,2021,Chevrolet,TRAVERSE,Gray,1GNEVHKW0MJ233004,29000.0,25560.0,0.0,0.0,199.0,2929.0,29000.0,312.0,28688.0,29000.0,0.0,8/30/24,,0.0
1,6,08-329-24,2021,Chevrolet,EQUINOX,White,2GNAXJEV3M6103332,14500.0,13226.74,0.0,0.0,199.0,1033.0,14500.0,41.26,14458.74,14500.0,0.0,8/30/24,,0.0
2,1,08-307-24,2019,Ford,EXPLORER,White,1EM5K7F80KGB02510,14500.0,11755.0,0.0,0.0,199.0,2231.0,14500.0,315.0,14185.0,14500.0,0.0,8/30/24,,0.0
2,2,08-266-24,2019,Toyota,CAMRY,Silver,4T1BZ1HK6KU026121,19400.0,16320.0,0.0,0.0,199.0,1423.0,19400.0,1458.0,17942.0,19400.0,0.0,8/30/24,,0.0
2,3,08-272-24,2019,Chevrolet,EQUINOX,Red,3GNAXKEV3KS659984,14600.0,11720.0,0.0,0.0,199.0,1493.0,14600.0,1188.0,13412.0,14600.0,0.0,8/30/24,,0.0
2,4,08-378-24,2021,Chevrolet,COLORADO,Black,1GCHSCEA3M1261705,16200.0,12545.0,0.0,0.0,199.0,1376.0,16200.0,2080.0,14120.0,16200.0,0.0,8/30/24,,0.0
2,5,08-215-24,2021,Nissan,ROGUE SPORT,Black,JN1BJ1CW1MW426829,18200.0,16415.0,0.0,0.0,199.0,1306.0,18200.0,280.0,17920.0,18200.0,0.0,8/30/24,,0.0
2,6,08-102-24,2017,Dodge,JOURNEY,Silver,3C4PDCAB8HT614300,6880.0,3835.0,0.0,0.0,199.0,1369.0,6880.0,1477.0,5403.0,6880.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
3,1,07-043-24,2016,GMC,SIERRA,Black,3GTU2PEJXGG385966,18330.0,16495.0,0.0,0.0,199.0,2270.0,18330.0,-634.0,18964.0,18330.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
3,2,08-113-24,2019,Ford,EXPEDITION,Silver,1EMJU1HT8KEA79075,21688.0,18495.0,0.0,0.0,199.0,1091.0,21688.0,1903.0,19785.0,21688.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
3,3,08-259-24,2020,Lincoln,CORSAIR,Black,S5LMCJ1D9XLUL2932,19688.0,15605.0,0.0,0.0,199.0,1611.0,19688.0,2273.0,17415.0,19688.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
3,4,08-310-24,2022,Ford,BRONCO,Green,1EMDESCPXNLB76743,45153.0,44650.0,0.0,0.0,199.0,301.0,45153.0,3.0,45150.0,45153.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
3,5,08-233-24,2022,Chevrolet,TAHOE,Black,1GNSKPKD2NR242567,51253.0,48109.0,0.0,0.0,199.0,1534.0,51253.0,1411.0,49842.0,51253.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
3,6,06-066-24,2021,Chevrolet,SUBURBAN,Black,1GNSCCKD4MR224897,34288.0,30330.0,0.0,0.0,199.0,3749.0,34288.0,10.0,34278.0,34288.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
4,1,08-313-24,2019,Chevrolet,SILVERADO 1500,B,1GCRYDED5SKZ19160,17688.0,15470.0,0.0,0.0,199.0,509.0,17688.0,1510.0,16178.0,17688.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
4,2,08-031-24,2022,Chevrolet,SUBURBAN,Black,1GNSKCKD1NR213103,37438.0,36024.0,0.0,0.0,199.0,1833.0,37438.0,-618.0,38056.0,37438.0,0.0,8/30/24,DEALERS AUTO AUCTION,0.0
