page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,12-239-24,2014,Ford,F150,Blue,1FTEW1CF9EFA14935,11500.0,10810.0,0.0,0.0,199.0,582.0,11500.0,-91.0,11591.0,11500.0,0.0,1/07/25,,0.0
1,2,09-284-24,2018,Ford,F150,Gray,1FTEW1RG0JFB01973,33025.0,32735.0,0.0,0.0,0.0,,33025.0,450.0,32575.0,33025.0,0.0,1/07/25,,0.0
1,3,12-089-24,2018,Nissan,ARMADA,Black,JN8AY2ND9J9059067,19400.0,15045.0,0.0,0.0,199.0,2541.0,19400.0,1615.0,17785.0,19400.0,0.0,1/07/25,,0.0
1,4,09-054-24,2019,Toyota,RAV4,Black,2T3MWRFVSKW006740,19122.0,16631.74,0.0,0.0,199.0,1491.0,19122.0,800.26,18321.74,19122.0,0.0,1/07/25,,0.0
1,5,11-104-24,2020,RAM,1500 CLASSIC,Silver,1C6RR7TT0LS112079,24000.0,23470.0,0.0,0.0,199.0,1491.0,24000.0,-1160.0,25160.0,24000.0,0.0,1/08/25,MANHEIM NASHVILLE,0.0
1,6,10-242-24,2025,Genesis,GV80,Silver,KMUHFESB9SU236510,45225.0,42505.0,0.0,0.0,199.0,3380.0,45225.0,-859.0,46084.0,45225.0,0.0,1/08/25,MANHEIM NASHVILLE,0.0
2,1,12-184-24,2019,GMC,ACADIA,Black,1GKKNSLS6KZ235752,14540.0,12810.0,0.0,0.0,199.0,1099.0,14540.0,432.0,14108.0,14540.0,0.0,1/08/25,,0.0
2,2,11-025-24,2019,Honda,CIVIC,Black,SHHFK8G78KU204912,30415.0,26570.0,0.0,0.0,199.0,1898.0,30415.0,1748.0,28667.0,30415.0,0.0,1/08/25,DEALERS AUTO AUCTION,0.0
2,3,10-148-24,2016,GMC,ACADIA,Red,1GKKVRKD5GJ115989,9600.0,10050.0,0.0,0.0,199.0,2900.0,9600.0,-3549.0,13149.0,9600.0,0.0,1/08/25,,0.0
2,4,11-050-24,2022,Nissan,MURANO,White,5N1AZ2CS0NC111183,19750.0,19689.0,0.0,0.0,199.0,2063.0,19750.0,-2201.0,21951.0,19750.0,0.0,1/08/25,,0.0
2,5,12-036-24,2015,Jeep,WRANGLER UNLIMI,Orang,1C4BJWFG0FL595937,13400.0,10678.0,0.0,0.0,199.0,1055.0,13400.0,1468.0,11932.0,13400.0,0.0,1/08/25,,0.0
2,6,12-216-24,2019,Mercedes-Benz,A,White,WDD3G4EB4KW032160,14500.0,9445.0,0.0,0.0,199.0,2600.0,14500.0,2256.0,12244.0,14500.0,0.0,1/08/25,,0.0
3,1,12-015-24,2016,GMC,SIERRA,Black,3GTU2PEJXGG385966,16790.0,18000.0,0.0,0.0,0.0,,16790.0,-1137.0,17927.0,16790.0,0.0,1/08/25,,0.0
3,2,11-230-24,2016,Honda,ACCORD,Silver,1HGCR3F05GA003476,12650.0,6713.0,0.0,0.0,199.0,3323.0,12650.0,2415.0,10235.0,12650.0,0.0,1/08/25,,0.0
3,3,09-299-24,2020,Jeep,COMPASS,White,3C4NJDAB4LT174493,12890.0,12885.0,0.0,0.0,199.0,866.0,12890.0,-1060.0,13950.0,12890.0,0.0,1/08/25,,0.0
3,4,11-217-24,2018,Ford,ESCAPE,Gray,1FMCU9GD2JUB78447,9400.0,6513.0,0.0,0.0,199.0,3139.0,9400.0,-451.0,9851.0,9400.0,0.0,1/08/25,,0.0
3,5,12-165-24,2017,Ford,ESCAPE,Silver,1EMCU0JD8HUD17897,7100.0,4855.0,0.0,0.0,199.0,1340.0,7100.0,706.0,6394.0,7100.0,0.0,1/08/25,,0.0
3,6,01-011-25,2016,Chevrolet,TAHOE,White,1GNSKCKC7GR177394,19100.0,13425.0,0.0,0.0,199.0,2027.0,19100.0,3449.0,15651.0,19100.0,0.0,1/08/25,,0.0
4,1,11-092-24,2020,Ford,ESCAPE,Brown,1EMCU9H68LUA52287,10500.0,7950.0,0.0,0.0,199.0,3637.0,10500.0,-1286.0,11786.0,10500.0,0.0,1/08/25,,0.0
4,2,07-054-24,2014,Chevrolet,CAMARO,Red,2G1FB1E31E9182830,9890.0,9620.0,0.0,0.0,199.0,3778.0,9890.0,-3707.0,13597.0,9890.0,0.0,1/08/25,,0.0
4,3,09-229-24,2019,Ford,EXPLORER,Black,1EM5K7D87KGA47315,10517.0,7405.0,0.0,0.0,199.0,2113.0,10517.0,800.0,9717.0,10517.0,0.0,1/08/25,,0.0
4,4,12-115-24,2019,Ford,EDGE,Gray,2FMPK3J98KBB70014,10200.0,7749.0,0.0,0.0,199.0,1457.0,10200.0,795.0,9405.0,10200.0,0.0,1/09/25,,0.0
4,5,12-252-24,2018,Nissan,ARMADA,Black,JN8AY2ND3J9056973,15500.0,10378.0,0.0,0.0,199.0,2250.0,15500.0,2673.0,12827.0,15500.0,0.0,1/09/25,,0.0
4,6,12-194-24,2023,Kia,SPORTAGE,Gray,KNDPU3AF3P7146207,17875.0,16780.0,0.0,0.0,199.0,1351.0,17875.0,-455.0,18330.0,17875.0,0.0,1/09/25,MANHEIM NASHVILLE,0.0
5,1,08-178-24,2021,Mercedes-Benz,GLE COUPE,Bl,4JGFD6BB0MA306823,51725.0,54660.0,0.0,0.0,199.0,3963.0,51725.0,-7097.0,58822.0,51725.0,0.0,1/13/25,MANHEIM NASHVILLE,0.0
5,2,12-065-24,2017,Acura,TLX,Black,19UUB2F52HA006397,16365.0,12103.0,0.0,0.0,199.0,2349.0,16365.0,1714.0,14651.0,16365.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
5,3,12-249-24,2020,Hyundai,SANTA FE,Black,5NMS3CADXLH288150,18065.0,17125.0,0.0,0.0,199.0,1338.0,18065.0,-597.0,18662.0,18065.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
5,4,11-002-24,2021,Chevrolet,SILVERADO 1500,G,3GCUYEED1MG379241,31865.0,26540.0,0.0,0.0,199.0,3986.0,31865.0,1140.0,30725.0,31865.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
5,5,12-063-24,2019,GMC,SIERRA,White,3GTU9DED2KG282795,26865.0,24545.0,0.0,0.0,199.0,1770.0,26865.0,351.0,26514.0,26865.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
5,6,12-022-24,2020,Jeep,WRANGLER UNLIMI,Black,1C4HJXEG6LW128145,25165.0,23945.0,0.0,0.0,199.0,1275.0,25165.0,-254.0,25419.0,25165.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
6,1,12-187-24,2019,Chevrolet,SILVERADO 1500,B,1GCUYEED5SKZ15008,31365.0,25975.0,0.0,0.0,199.0,4860.0,31365.0,331.0,31034.0,31365.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
6,2,12-164-24,2021,Chevrolet,SILVERADO 1500,W,1GCUYDED2MZ240150,25315.0,21680.0,0.0,0.0,199.0,1726.0,25315.0,1710.0,23605.0,25315.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
6,3,11-154-24,2019,Lincoln,NAUTILUS,White,2LMPJ8L97KBL35987,19365.0,15455.0,0.0,0.0,199.0,2032.0,19365.0,1679.0,17686.0,19365.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
6,4,09-261-24,2022,Toyota,RAV4,White,2T3K1RFV5NW200906,19575.0,17525.0,0.0,0.0,199.0,3036.0,19575.0,-1185.0,20760.0,19575.0,0.0,1/13/25,MANHEIM NASHVILLE,0.0
6,5,01-008-25,2021,Chevrolet,COLORADO,White,1GCHSCEASM1205443,11300.0,8400.0,0.0,0.0,199.0,1112.0,11300.0,1589.0,9711.0,11300.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
6,6,12-001-24,2020,Ford,TRANSIT CONNECT,White,NM0LS6E21L1463376,13700.0,11703.0,0.0,0.0,199.0,2450.0,13700.0,-652.0,14352.0,13700.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
7,1,12-138-24,2022,RAM,PROMASTER 1500,White,3C6LRVNG6NE109591,16800.0,15495.0,0.0,0.0,199.0,954.0,16800.0,152.0,16648.0,16800.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
7,2,12-110-24,2018,Ford,TRANSIT CONNECT,White,NM0LS7E75J1355678,12465.0,7495.0,0.0,0.0,199.0,2298.0,12465.0,2473.0,9992.0,12465.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
7,3,12-126-24,2018,Ford,TRANSIT,White,1FDYR5ZM5JKB07123,16950.0,16580.0,0.0,0.0,199.0,994.0,16950.0,-823.0,17773.0,16950.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
7,4,12-051-24,2020,Chevrolet,SILVERADO 2500,B,1GC4YME71LF330710,36500.0,35720.0,0.0,0.0,199.0,2596.0,36500.0,-2015.0,38515.0,36500.0,0.0,1/13/25,,0.0
7,5,01-049-25,2018,Jeep,WRANGLER UNLIMI,Red,1C4H1XDG6JW136082,16375.0,16790.0,0.0,0.0,0.0,35.0,16375.0,-450.0,16825.0,16375.0,0.0,1/13/25,MANHEIM NASHVILLE,0.0
7,6,12-042-24,2020,Nissan,ROGUE SPORT,Silver,JN1BJ1CV6LW551900,10000.0,6920.0,0.0,0.0,199.0,3515.0,10000.0,-634.0,10634.0,10000.0,0.0,1/13/25,,0.0
8,1,11-178-24,2019,Chevrolet,SILVERADO LD 15,T,2GCVKPEC6K1132361,22000.0,15855.0,0.0,0.0,199.0,4230.0,22000.0,1716.0,20284.0,22000.0,0.0,1/13/25,,0.0
8,2,12-230-24,2019,Subaru,IMPREZA,Black,4S3GTAJ65K3736609,14200.0,11525.0,0.0,0.0,199.0,1154.0,14200.0,1322.0,12878.0,14200.0,0.0,1/13/25,,0.0
8,3,12-248-24,2018,Chevrolet,SILVERADO 1500,W,3GCUKREC5SJG12630,22500.0,21500.0,0.0,0.0,199.0,1460.0,22500.0,-659.0,23159.0,22500.0,0.0,1/13/25,,0.0
8,4,12-009-24,2020,Buick,ENVISION,Gray,LRBFXBSA4LD156223,14700.0,13745.0,0.0,0.0,199.0,754.0,14700.0,2.0,14698.0,14700.0,0.0,1/13/25,,0.0
8,5,12-244-24,2023,Toyota,COROLLA,White,5YFB4MDE9PP001397,14465.0,13525.0,0.0,0.0,199.0,358.0,14465.0,383.0,14082.0,14465.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
8,6,10-243-24,2024,Mazda,CX-5,Gray,JM3KFBCL1R0512654,23800.0,21275.0,0.0,0.0,199.0,2826.0,23800.0,-500.0,24300.0,23800.0,0.0,1/13/25,,0.0
9,1,12-240-24,2022,Honda,CIVIC,Silver,2HGFE2F51NH500795,22300.0,21515.0,0.0,0.0,199.0,716.0,22300.0,-130.0,22430.0,22300.0,0.0,1/13/25,,0.0
9,2,12-016-24,2021,Chevrolet,SILVERADO 1500,W,1GCUYDEDXMZ142967,30765.0,30000.0,0.0,0.0,0.0,761.0,30765.0,4.0,30761.0,30765.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
9,3,12-214-24,2022,Honda,ACCORD,Blue,1HGCV3F27NA021049,17865.0,14875.0,0.0,0.0,199.0,1499.0,17865.0,1292.0,16573.0,17865.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
9,4,12-212-24,2019,Ford,ESCAPE,White,1EMCU0F76KUA11517,13715.0,9945.0,0.0,0.0,199.0,1408.0,13715.0,2163.0,11552.0,13715.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
9,5,10-264-24,2021,Mercedes-Benz,C-CLASS,Blue,W1KWJ8DB4MG066703,25200.0,22560.0,0.0,0.0,199.0,1928.0,25200.0,513.0,24687.0,25200.0,0.0,1/13/25,,0.0
9,6,11-084-24,2022,Nissan,TITAN,Gray,1N6AA1EC7NN106236,27200.0,23695.0,0.0,0.0,199.0,4368.0,27200.0,-1062.0,28262.0,27200.0,0.0,1/13/25,,0.0
10,1,11-195-24,2018,Kia,SOUL,Black,KNDJN2A29J3789702,7500.0,4735.0,0.0,0.0,199.0,2214.0,7500.0,352.0,7148.0,7500.0,0.0,1/13/25,,0.0
10,2,12-003-24,2019,Chevrolet,EQUINOX,Black,2GNAXKEV1K6206185,13200.0,9043.0,0.0,0.0,199.0,3569.0,13200.0,389.0,12811.0,13200.0,0.0,1/13/25,,0.0
10,3,12-250-24,2022,Toyota,COROLLA,Blue,5YFS4MCE6NP111855,18415.0,16500.0,0.0,0.0,0.0,1177.0,18415.0,738.0,17677.0,18415.0,0.0,1/13/25,DEALERS AUTO AUCTION,0.0
10,4,12-107-24,2021,Ford,EXPLORER,Gray,1EMSK8FH1MGB51131,26300.0,25400.0,0.0,0.0,199.0,1023.0,26300.0,-322.0,26622.0,26300.0,0.0,1/14/25,,0.0
10,5,12-152-24,2014,Chevrolet,SILVERADO 1500,G,3GCUKREC0EG294540,18000.0,13823.0,0.0,0.0,199.0,3203.0,18000.0,775.0,17225.0,18000.0,0.0,1/14/25,ADESA,0.0
10,6,12-142-24,2017,Nissan,MURANO,Blue,5N1AZ2MG1HN138735,13400.0,11078.0,0.0,0.0,199.0,2203.0,13400.0,-80.0,13480.0,13400.0,0.0,1/14/25,ADESA,0.0
11,1,12-160-24,2021,RAM,1500,Blue,1C6SRFBTSMN816517,25400.0,21160.0,0.0,0.0,199.0,2365.0,25400.0,1676.0,23724.0,25400.0,0.0,1/14/25,ADESA,0.0
11,2,01-016-25,2022,Buick,ENCLAVE,White,5GAEVBKWXNJ126843,22400.0,19306.0,0.0,0.0,199.0,1246.0,22400.0,1649.0,20751.0,22400.0,0.0,1/14/25,ADESA,0.0
11,3,01-071-25,2021,Jeep,GRAND CHEROKEE,Black,1C4RJKEG6M8106613,36575.0,34675.0,0.0,0.0,199.0,558.0,36575.0,1143.0,35432.0,36575.0,0.0,1/14/25,ADESA,0.0
11,4,06-107-24,2019,Buick,ENCLAVE,Silver,5GAERBKW2KJ186504,14389.0,12210.0,0.0,0.0,199.0,1180.0,14389.0,800.0,13589.0,14389.0,0.0,1/14/25,,0.0
11,5,12-006-24,2017,Ford,EXPLORER,Red,1EM5K8D82HGB86427,14750.0,9478.0,0.0,0.0,199.0,3329.0,14750.0,1744.0,13006.0,14750.0,0.0,1/15/25,,0.0
11,6,12-219-24,2014,Toyota,AVALON,Red,4T1BD1EB0EU032357,11100.0,8900.0,0.0,0.0,199.0,1451.0,11100.0,550.0,10550.0,11100.0,0.0,1/15/25,,0.0
