page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,03-137-25,2015,Jeep,RENEGADE,Red,ZACCJBCT0FPC01380,10500.0,8110.0,0.0,0.0,199.0,784.0,10500.0,1407.0,9093.0,10500.0,0.0,3/21/25,,0.0
1,2,03-160-25,2016,Toyota,4RUNNER,Black,JTEZUS1R2G5134426,21900.0,18706.0,0.0,0.0,0.0,1100.0,21900.0,2094.0,19806.0,21900.0,0.0,3/21/25,,0.0
1,3,03-180-25,2016,Ford,EDGE,White,2FMPK3J97GBB48304,10900.0,9076.0,0.0,0.0,199.0,782.0,10900.0,843.0,10057.0,10900.0,0.0,3/21/25,,0.0
1,4,03-033-25,2019,Jeep,GRAND CHEROKEE,Black,1C4RJFBG8KC677493,17490.0,13757.0,0.0,0.0,199.0,2194.0,17490.0,1340.0,16150.0,17490.0,0.0,3/21/25,,0.0
1,5,03-178-25,2018,Chevrolet,TRAVERSE,Gray,1GNEVHKW8JJ247390,11600.0,8076.0,0.0,0.0,199.0,1107.0,11600.0,2218.0,9382.0,11600.0,0.0,3/21/25,,0.0
1,6,02-325-25,2020,Ford,EDGE,Gray,2FMPK3J9XLBA44318,13300.0,10780.0,0.0,0.0,199.0,1759.0,13300.0,562.0,12738.0,13300.0,0.0,3/21/25,,0.0
2,1,08-244-24,2016,Chevrolet,SILVERADO 1500,W,1GCRCNECSGZ188342,7190.0,7065.0,0.0,0.0,199.0,4135.0,7190.0,-4209.0,11399.0,7190.0,0.0,3/21/25,,0.0
2,2,03-129-25,2017,Chevrolet,EQUINOX,White,2GNALBEK4H6125773,10200.0,8920.0,0.0,0.0,199.0,811.0,10200.0,270.0,,10200.0,0.0,3/21/25,,0.0
2,3,03-136-25,2017,Honda,ACCORD,White,1HGCT2B01HA003431,16800.0,12860.0,0.0,0.0,199.0,2063.0,16800.0,1678.0,15122.0,16800.0,0.0,3/21/25,,0.0
2,4,03-156-25,2017,Toyota,RAV4,White,JTMBFREV1HJ703533,12800.0,9690.0,0.0,0.0,199.0,1121.0,12800.0,1790.0,11010.0,12800.0,0.0,3/21/25,,0.0
